ds,yhat,yhat_lower,yhat_upper
2014-03-31,455671.9918427262,309258.65808009054,589700.4564422842
2014-04-01,408376.09402367787,270977.45610370656,557953.2399811277
2014-04-02,432495.53785147256,291109.71918259683,557515.7975836433
2014-04-03,345374.07803053514,206147.80135427805,476657.74633100606
2014-04-04,421054.33479928644,288174.85724658327,557111.968688506
2014-04-05,613305.081700008,486011.4750234318,758741.5395264952
2014-04-06,669029.54082615,538222.8392436432,801170.2564052742
2014-04-07,461099.0650001063,326538.4867794103,600561.173648075
2014-04-08,415698.69821955817,276111.04132364393,554255.0250501072
2014-04-09,441378.1579873157,310399.77162813867,590284.2599883918
2014-04-10,355453.06171223184,227782.15280695446,489892.4623448914
2014-04-11,431948.92529802164,294646.18148607214,575165.2591903717
2014-04-12,624628.4998223712,490910.21070812957,759805.6820789049
2014-04-13,680399.8095077791,539486.7102799993,812335.1025066455
2014-04-14,472149.287666767,323428.87625898275,599782.6634092579
2014-04-15,426086.52690827753,296997.3312769559,573940.5234783163
2014-04-16,450794.2189541852,315665.8730099668,588261.215256954
2014-04-17,363628.14367632807,227717.4768174951,507278.5247421172
2014-04-18,438659.77731115906,297580.6441513618,583416.2047017256
2014-04-19,629702.1306784217,479250.19659909036,759104.9473080946
2014-04-20,683716.2272064455,544627.8204583359,821657.7606311764
2014-04-21,473642.66429296765,333025.0651905587,611771.4475520586
2014-04-22,425744.82000234444,290182.34641696024,564761.0567310124
2014-04-23,448657.32370587904,312348.69854090206,579419.6422333842
2014-04-24,359784.68986279494,208401.0547356553,498544.8598036252
2014-04-25,433242.7197468206,298353.725394429,567213.917085452
2014-04-26,622883.3111576145,479057.1680684295,750784.0615662339
2014-04-27,675700.1087980126,541619.2090796035,803423.4936067433
2014-04-28,464659.4548792284,328613.9446532174,592007.747147326
2014-04-29,416043.2109133983,274591.12168800615,564949.4833960973
2014-04-30,438497.07108851476,291997.2724663439,573417.5988569071
2014-05-01,349429.26125620626,205900.4245450799,491243.08845838666
2014-05-02,422952.21659306786,278498.30966888944,560024.9315115429
2014-05-03,612907.8601949901,476353.51439374115,748948.3207696975
2014-05-04,666273.8923932466,518612.82300729456,819271.3070220668
2014-05-05,455995.5227795635,320046.03940436203,590895.5362895143
2014-05-06,408329.18540600373,274723.75369818596,556258.7578158008
2014-05-07,431891.8244630724,288649.2540048678,559886.6323762427
2014-05-08,344060.6103751086,195554.35205390098,483319.92645353294
2014-05-09,418915.6452333068,284223.9593872936,557108.0851711091
2014-05-10,610266.2468068532,469002.01871003443,764809.8726006207
2014-05-11,665058.1898798574,528830.074303451,798006.1539514688
2014-05-12,456206.3092479013,315437.4217621576,607618.38545375
2014-05-13,409938.98061122594,272771.5996660371,544514.0217975905
2014-05-14,434848.0473010931,288184.5082728866,569011.1642674797
2014-05-15,348289.0382897105,213204.04877903653,484515.03339127044
2014-05-16,424324.2272823654,285917.1945231712,559830.8506112103
2014-05-17,616749.1184669628,466212.5229005843,751064.7080794503
2014-05-18,672499.7394160953,536842.5585804397,810239.4379811398
2014-05-19,464485.1523842396,323198.83457099827,603401.4228687854
2014-05-20,418931.7119035515,278279.32819402765,553972.1214243626
2014-05-21,444432.65249176836,302469.6047371521,574861.3841880531
2014-05-22,358347.8712866681,224966.88253878287,501726.762238221
2014-05-23,434746.4775045378,293433.4780091546,566718.0870865303
2014-05-24,627432.7182143588,487522.56940090924,771418.4516541352
2014-05-25,683352.6857855052,544572.7111913065,817053.464985757
2014-05-26,475426.2430772628,342179.1082135229,615107.6862949185
2014-05-27,429890.71821781504,286408.61125101795,576269.8734472942
2014-05-28,455349.9749060163,317949.3885163745,596938.5674007502
2014-05-29,369173.74264985987,224302.90992524315,506424.43774269795
2014-05-30,445439.79516063695,309016.6059965205,589368.314435331
2014-05-31,637959.5989560524,490712.59008833935,780001.8509438899
2014-06-01,693684.8458613269,560639.073070859,831048.2720199204
2014-06-02,485539.3094077542,347352.3636813368,629089.1949775895
2014-06-03,439762.57632669254,305739.8617162358,565073.0006908798
2014-06-04,464959.2540287095,326000.5458054761,609989.6635008964
2014-06-05,378498.5292079869,244794.85404031925,513902.41599183663
2014-06-06,454456.6527343679,317829.2911158821,603334.7520742418
2014-06-07,646642.95656445,498623.0592207631,773222.7422128402
2014-06-08,702006.7974300113,573849.4634522457,840735.7302277373
2014-06-09,493469.84652330674,350642.8544004887,625543.2283030907
2014-06-10,447270.25454802543,313707.4643722894,585047.1902263544
2014-06-11,472012.2710434951,322825.76391045284,599050.9315885103
2014-06-12,385066.17178449157,245718.9657472497,518105.3727891864
2014-06-13,460511.0496648784,328346.7314366786,602333.8247485154
2014-06-14,652161.0573275229,507044.36484084994,786772.14943042
2014-06-15,706972.4818985781,577412.807579744,837720.1645457105
2014-06-16,497876.0602725899,360149.8944653218,645181.2814306171
2014-06-17,451121.0576910171,315550.8991084619,584385.2013579528
2014-06-18,475324.6863384914,328503.6749347526,615733.6363600057
2014-06-19,387871.72023816884,249017.31773509947,522007.951098623
2014-06-20,462856.8689551053,329370.91679202876,603483.1261117622
2014-06-21,654110.5099835611,516475.22367011633,787480.9424510367
2014-06-22,708605.1759345063,573202.4228029628,843168.6489386626
2014-06-23,499287.22442919237,364543.8129333523,642704.5809967871
2014-06-24,452420.2359569372,314521.1626817783,585264.3940622348
2014-06-25,476633.7409811966,338204.8640503991,620490.4601676505
2014-06-26,389322.1602984741,258510.11111192007,531929.2549915499
2014-06-27,464586.54526173713,325850.5014848718,597492.2589952768
2014-06-28,656259.7470574031,519702.04336946545,796454.0753030933
2014-06-29,711312.4349399477,568739.9357015468,848055.3353134331
2014-06-30,502684.41452323215,359541.6255372713,650166.3364223778
2014-07-01,456627.8111458905,314841.4723409045,593991.9819488309
2014-07-02,481755.7356943191,335576.1613420728,612420.8494292457
2014-07-03,395441.3266887101,257539.05008662873,540851.1649381159
2014-07-04,471759.76407038653,329937.4728300484,605793.3873938071
2014-07-05,664513.881584318,536910.4130556717,793595.0995613044
2014-07-06,720640.7938121557,577456.4085122797,857303.8819840029
2014-07-07,513043.9776711097,381229.57787940186,657755.0191861985
2014-07-08,467937.3567991623,327081.3962480753,604241.5158179202
2014-07-09,493894.98440809693,358984.5603885877,629036.943679816
2014-07-10,408251.191894707,269502.5478938364,533788.2684467636
2014-07-11,485043.7681867835,343948.2650475612,633123.068462453
2014-07-12,678040.7631203142,543531.4982855524,820267.9598468075
2014-07-13,734148.2951721745,603276.8036386572,869249.0107798774
2014-07-14,526243.7665480449,388113.06377448625,664883.7033929306
2014-07-15,480520.99732402025,347869.9838224529,623047.4149468429
2014-07-16,505540.8386720493,366634.96531557536,643845.0057949218
2014-07-17,418632.0993350496,280509.28470996564,558086.978182042
2014-07-18,493835.3206333146,361664.22951730445,629076.8312022391
2014-07-19,684929.9681245289,555000.8194567242,820574.1357256941
2014-07-20,738842.4004563146,609843.5049893407,886912.4910370514
2014-07-21,528479.0048021692,392464.4278648436,670157.3631330589
2014-07-22,480071.0037012463,339764.52486534906,622289.6234170563
2014-07-23,502224.49361612357,364268.38699735806,646350.0339605693
2014-07-24,412320.55697950907,279143.6417438786,551126.8984524158
2014-07-25,484457.9979032199,356208.0769862238,612784.3136567752
2014-07-26,672479.2916038451,542611.7166469063,815331.9552260522
2014-07-27,723377.1365692238,587064.6982422142,861682.0422762429
2014-07-28,510126.0332092236,364401.2736074539,644096.524763242
2014-07-29,459025.43315078004,319102.34087395517,591413.3929917526
2014-07-30,478748.0627934102,327493.0515122284,622257.3697694832
2014-07-31,386738.3089264349,248519.2518590591,533102.6338074155
2014-08-01,457153.2641197,319666.846321446,602881.2111528524
2014-08-02,643887.0695533901,508308.3115091182,777238.732490883
2014-08-03,693975.9906677692,553501.71514096,835527.9200337983
2014-08-04,480428.6930592733,344891.0338472536,627526.918571594
2014-08-05,429568.3024970651,294285.58640669304,572379.62172841
2014-08-06,450079.8871664372,302425.6076941945,586220.0719390789
2014-08-07,359408.2781450541,220676.21959404906,501780.89678075945
2014-08-08,431698.84676615533,299840.4203198859,573439.5207221006
2014-08-09,620821.8895306081,482893.01778650406,758044.0575217794
2014-08-10,673778.0604513966,522772.3314136938,815247.2963445375
2014-08-11,463529.31401081046,315843.70090164145,601496.7318717024
2014-08-12,416341.92960555654,277953.6446053636,558621.131020714
2014-08-13,440835.2340298339,296387.35712631635,580338.2505298951
2014-08-14,354380.90843375074,225156.31749434752,490787.57472357195
2014-08-15,431045.461510337,294109.24434281397,566152.4156943253
2014-08-16,624616.4763354467,475190.1687715653,770151.6481012629
2014-08-17,682010.022290137,549417.792959865,814555.6172690152
2014-08-18,476080.69079717813,330274.4977682185,613785.5200905858
2014-08-19,433035.53156741447,295305.5585562215,571051.3744952256
2014-08-20,461415.9290509883,327509.3314487369,609282.824785243
2014-08-21,378521.7717254391,237085.121680755,521659.25508730096
2014-08-22,458355.6826550278,315072.3953453154,598063.1198199114
2014-08-23,654650.82191713,518327.95947012055,797073.1511093043
2014-08-24,714279.6086278993,571648.5731486389,861194.8517931235
2014-08-25,510087.73623300646,372885.1985437568,649886.8219824977
2014-08-26,468239.9676534304,332853.62052141735,604181.1080416604
2014-08-27,497271.25022430264,360811.8883725046,626337.4091854116
2014-08-28,414487.970175549,284854.0283815771,552054.2104682988
2014-08-29,493911.8736524562,349636.24993008457,629747.4088785595
2014-08-30,689307.2205202263,548324.3953728589,828938.1155300738
2014-08-31,747588.5361074823,616344.9072024664,885688.0365667957
2014-09-01,541653.3611914938,398426.011662676,679937.3348148301
2014-09-02,497726.5219923766,363944.97193061485,638422.723582576
2014-09-03,524409.5028454743,388600.0412839307,665381.0473604782
2014-09-04,439079.7904262836,307633.66237816005,569075.9733280104
2014-09-05,515832.7706604104,374371.2127706204,652780.0203203366
2014-09-06,708506.8021745755,574448.8769761571,841976.9981693522
2014-09-07,764088.8908622735,631165.0720937661,901074.9393595197
2014-09-08,555545.4254394055,413276.90069216845,694253.2799758143
2014-09-09,509164.5536583731,364885.63723066857,639208.0211374993
2014-09-10,533603.8364801075,396520.29927099263,677392.4098196618
2014-09-11,446288.09876353084,316891.06897967815,596709.5674461082
2014-09-12,521350.10088650946,383828.4026578363,655077.5781299332
2014-09-13,712654.6907332452,564631.3245943491,852486.4337390352
2014-09-14,767203.8874114129,632538.8303505443,905972.8229720867
2014-09-15,557967.3737281522,428015.11066751473,706607.2084747939
2014-09-16,511224.9840659345,374760.3276772373,657914.51623958
2014-09-17,535614.821489989,399713.10715285025,677913.090948425
2014-09-18,448531.9087545639,311387.74676565314,584422.955519012
2014-09-19,524069.97368870623,376057.085414793,655423.5591975822
2014-09-20,716046.9950463584,573456.1133085864,851813.5502222198
2014-09-21,771411.9183570282,637021.750911456,907312.2158846101
2014-09-22,563076.9696761653,422685.06211466517,707900.8501111876
2014-09-23,517262.0988875708,380784.86320983944,651027.1191412765
2014-09-24,542545.1270878605,405770.54421329126,691943.0025727164
2014-09-25,456262.44087922364,320633.77231622423,594272.3254020264
2014-09-26,532452.7714868913,394020.0542015917,681804.9692864027
2014-09-27,724884.6233339214,587350.9039036097,853860.6548895809
2014-09-28,780464.703137207,656573.3352470543,919947.7163951179
2014-09-29,572071.7236914558,444194.02178076416,707679.1215908782
2014-09-30,525902.0666184563,388570.0943279905,662522.6086544002
2014-10-01,550520.8390976874,407341.55405544344,695681.9351503036
2014-10-02,463263.1369697987,319094.919750317,605195.8114994337
2014-10-03,538178.0317620279,397939.54152665794,680701.5560203451
2014-10-04,729055.8366840674,589548.7771178039,862838.1790081053
2014-10-05,782836.0042143634,657034.2922888533,914557.0023537931
2014-10-06,572440.042221527,430928.1821754561,713101.2550479753
2014-10-07,524115.9565953368,382256.21413676726,661329.6031724164
2014-10-08,546487.7894565377,409315.702061892,683291.6909763336
2014-10-09,456955.1087736176,329693.49561307085,600300.2658396487
2014-10-10,529635.018619529,383850.2127206776,659192.9482215043
2014-10-11,718250.0503023326,581238.6859209395,867971.6651906585
2014-10-12,769945.616670347,635478.1676534128,908371.9695036412
2014-10-13,557708.9509527255,408765.96368597046,699918.9896864952
2014-10-14,507848.6384901693,373983.0897468033,641015.1569194084
2014-10-15,529042.1115624122,383081.02765340265,662890.9031401
2014-10-16,438733.2809572516,309642.83097418863,574795.7721021777
2014-10-17,511072.9333763337,368908.92432820745,645589.431413397
2014-10-18,699942.5614838211,561421.6407743674,844615.8196116488
2014-10-19,752359.0878572173,609956.1021506028,882046.7019857359
2014-10-20,541304.9720093858,400139.7216612503,684737.6201805008
2014-10-21,493070.3011537511,369153.1077627491,627771.6799837226
2014-10-22,516300.5140156684,388234.9505570969,658297.5920687973
2014-10-23,428394.67881048436,290172.9090068366,566576.521178351
2014-10-24,503446.9427341465,364487.896350155,645395.6133387884
2014-10-25,695271.7957815066,558336.1032992862,827175.2138408212
2014-10-26,750810.5744224179,616502.7373597153,888182.2802033932
2014-10-27,542963.6477384145,399490.4699324689,672617.8094142394
2014-10-28,497934.8304857267,354504.5819614716,630942.1480851242
2014-10-29,524281.608061244,390672.96499832446,673171.5460094282
2014-10-30,439316.0237902261,301797.3242505253,578939.0959522357
2014-10-31,517048.77078927343,363407.25633499573,655484.9200125004
2014-11-01,711217.0538423252,559124.433464395,853417.6948411628
2014-11-02,768693.5693858706,623693.209751822,904952.0270811011
2014-11-03,562320.9709467449,422969.5371150288,702924.1727037998
2014-11-04,518258.2936351546,374438.8996739422,660264.4953401034
2014-11-05,545032.858308672,409276.6519571846,681314.4231233593
2014-11-06,459942.4499182999,313615.6089079166,593388.4723004396
2014-11-07,537000.2665834995,401055.4021444102,682177.8670480142
2014-11-08,729963.1707735468,596649.2692507476,863023.6823409495
2014-11-09,785740.5694567784,648647.0939805796,920197.8745480805
2014-11-10,577228.2829172674,445314.6778774798,717337.6255075623
2014-11-11,530653.8822567556,388027.56954968587,676626.5942024054
2014-11-12,554627.0366530818,414287.6421627988,711838.7357484668
2014-11-13,466539.69905858196,332959.4212615252,611178.4055459843
2014-11-14,540508.6739735259,412590.79645375704,661890.5576491904
2014-11-15,730401.157576784,587289.8264239944,868082.6088519535
2014-11-16,783240.6462716407,647654.0917527067,916057.9771206314
2014-11-17,572037.6510917299,419933.86357340845,708663.4235607577
2014-11-18,523131.7821668052,384341.4989337501,665890.8066658368
2014-11-19,545238.8327326926,401631.3494983192,668390.916333635
2014-11-20,455847.78157015133,318551.43382056756,592209.9858907205
2014-11-21,529160.3470289774,384668.29981039854,662085.1344884095
2014-11-22,719113.7692554853,583097.8813740219,866979.2863452251
2014-11-23,772784.297419905,631932.9024997024,909370.8215469256
2014-11-24,563215.8921823726,427066.13471266464,707877.622481877
2014-11-25,516760.77038152615,378038.36264755536,663336.6455793792
2014-11-26,542125.4723081024,408439.2911353795,671765.7116258822
2014-11-27,456767.4078817672,321250.4644419126,599196.5680323822
2014-11-28,534834.5376971932,390424.4014240873,666478.8010351973
2014-11-29,730188.8729109098,601121.3066500115,867949.3663574571
2014-11-30,789811.2622987812,654583.4053169882,935033.0111417082
2014-12-01,586631.9524527536,458770.3715500841,732157.291154431
2014-12-02,546873.508543529,415365.65282139217,681880.5648620401
2014-12-03,579099.7220070069,444275.7558508371,718061.3482184882
2014-12-04,500615.3943787139,352659.93419679976,647156.1503913114
2014-12-05,585409.5747373488,444745.71149373316,724384.046219737
2014-12-06,787182.8466518342,649671.3162531614,924836.7794210721
2014-12-07,852756.0378875737,718552.6261235423,995655.8313538368
2014-12-08,654904.7389488274,512264.59507191356,794260.2578047543
2014-12-09,619706.1159648651,494087.7433155403,759594.7445416644
2014-12-10,655591.5430183683,522142.7132620638,798932.8732282617
2014-12-11,579749.8452282647,437244.9724643735,723140.8178436277
2014-12-12,666073.6380809417,525733.9034787792,810752.1251216161
2014-12-13,868189.2755596847,733477.303930969,1012944.2861184535
2014-12-14,932867.7075627368,785822.4025387691,1067655.6714156086
2014-12-15,732860.5728336398,602203.5838321978,866685.3556300515
2014-12-16,694247.9674460161,560728.4519817138,826396.9339249013
2014-12-17,725491.3842271941,598238.5305936768,867255.2548936113
2014-12-18,643836.6013381905,502921.5111705114,793687.4617983843
2014-12-19,723259.0094590102,582959.6499991931,859991.053673081
2014-12-20,917491.9111362256,776130.0081490473,1067224.2235731774
2014-12-21,973435.1303446547,836019.9575322022,1105509.5642800697
2014-12-22,763988.3117153951,620419.4475357062,893169.1318796921
2014-12-23,715395.4169940013,588410.7876233766,860995.1033635129
2014-12-24,736293.9942410688,605026.1584412358,873151.1972327817
2014-12-26,713019.3830689522,566797.9030152354,844925.5015582907
2014-12-27,896931.2067412225,761041.2375028388,1046993.2308127641
2014-12-28,942932.8566691426,807339.827497203,1072158.4334472974
2014-12-29,724098.719323528,584993.8280588897,863624.7499171472
2014-12-30,666834.8042948123,521542.0642026775,797639.1923461393
2014-12-31,679924.3646751916,544806.1251595186,819438.5107556143
2015-01-01,580923.564008154,440175.22176444845,722649.9068191309
2015-01-02,644099.8586003359,506663.6486562428,788347.2398673892
2015-01-03,823453.8011197974,678870.6283756981,961716.1423463325
2015-01-04,866121.7644208984,733417.7769954235,1003265.695766308
2015-01-05,645204.1102785507,507745.5368755725,789454.3256347295
2015-01-06,587105.4363675283,448338.7172181418,727737.10207967
2015-01-07,600580.580079781,458050.3344833716,739451.5646714484
2015-01-08,503131.3257262228,350110.08001742815,646207.9101771775
2015-01-09,568946.4537536873,428444.2378186845,711298.9325135341
2015-01-10,751925.7916859782,613339.5931044791,876580.484044073
2015-01-11,799085.7047630621,657134.174810367,929579.8534185702
2015-01-12,583390.4768889062,437025.6547815382,721619.4717561062
2015-01-13,531096.1300497394,399479.4791081024,670401.1386180801
2015-01-14,550800.266825573,405429.532061745,685831.4254117156
2015-01-15,459842.7822580327,323849.7271699452,594706.622497943
2015-01-16,532249.9798255765,397693.1294629462,670165.7986493586
2015-01-17,721762.6464714316,583886.6597082432,856495.9824989664
2015-01-18,775245.4218244117,638446.6870204457,921130.4708135534
2015-01-19,565521.8139663342,426019.32203053194,697113.2822364172
2015-01-20,518721.3188639284,381549.4074410222,651094.7805505538
2015-01-21,543332.1465299223,400850.8355294994,673256.8219026882
2015-01-22,456604.33028400555,324235.51103435707,603474.1333830049
2015-01-23,532495.6973223458,389048.82579724013,673980.020541611
2015-01-24,724701.2138156752,586317.1715445899,862778.857015467
2015-01-25,780063.013693304,637231.113728389,917256.9556153568
2015-01-26,571405.4538583452,434398.93548381334,716928.6315039214
2015-01-27,524881.6597601075,382524.16916463285,668115.6238123517
2015-01-28,549047.0817574316,408474.2843843652,689141.1306927293
2015-01-29,461194.9050095057,322838.4800912659,601282.7708311842
2015-01-30,535365.7875918432,384757.3676048324,684790.0459399757
2015-01-31,725352.5613639574,590413.2035416256,870476.6078542547
2015-02-01,778107.2527672212,644514.3677421728,931906.402202017
2015-02-02,566572.856635973,431890.95037591545,705583.3293226643
2015-02-03,517026.4180058987,382538.1506482415,658445.6109632809
2015-02-04,538127.0428331747,385405.74758444686,678950.4488748806
2015-02-05,447313.7484297228,309935.9694819426,590831.3338585715
2015-02-06,518745.779130325,370534.5757337761,655561.5117457814
2015-02-07,706326.0564910743,566038.9897150097,836527.1006837803
2015-02-08,757105.233786466,626393.1038665787,899204.4492765128
2015-02-09,544110.8583162806,400426.1277611516,683602.068975519
2015-02-10,493688.26208614017,361203.21690387,644769.8814937866
2015-02-11,514546.8552266094,364152.7548115138,654038.3401204521
2015-02-12,424156.7729988109,284197.1020120524,558519.6736658097
2015-02-13,496688.52757364564,359891.0961309087,638971.4810067667
2015-02-14,686036.3446964792,544063.1078542939,819843.5017069317
2015-02-15,739222.6508024029,601338.6780846075,875816.8911758974
2015-02-16,529228.195202632,391516.13291410543,667809.0565017824
2015-02-17,482334.3949960145,348150.5810603484,622707.7773388678
2015-02-18,507171.5312103121,363051.272242231,650715.7548146716
2015-02-19,421117.68962554313,281053.5040597864,559462.0042941236
2015-02-20,498241.03023507644,364344.99623495375,631566.5077979151
2015-02-21,692325.9903264552,545390.0959891138,842092.112480256
2015-02-22,750280.8059042399,592745.8486223156,883267.5951238014
2015-02-23,544970.7517490697,409310.6256729838,679318.87618589
2015-02-24,502563.6023322296,371632.76246500947,656085.656003445
2015-02-25,531580.8578798131,399142.3290003889,670073.5252799805
2015-02-26,449299.5483357476,321124.020393003,579754.9565714656
2015-02-27,529697.1241301562,390043.4789686586,683337.6824283425
2015-02-28,726479.9713268093,590927.207021785,868067.0339122546
2015-03-01,786492.87782336,638133.7641007917,922295.8546305713
2015-03-02,582553.8036725146,438067.2191783491,716602.7059243682
2015-03-03,540800.4224727874,406978.57104416785,677166.9597819318
2015-03-04,569741.9556048922,431639.53017305885,707301.5379582599
2015-03-05,486661.1027086978,346125.52022320306,617977.580141259
2015-03-06,565558.5812007902,420078.05543154245,706857.7160234308
2015-03-07,760180.829217246,618770.566666011,902573.9458426336
2015-03-08,817428.2277417121,684080.626709576,943996.5745844332
2015-03-09,610188.2353301259,463786.75433890434,758158.4470694031
2015-03-10,564679.9527533113,428044.3420525075,700394.137473939
2015-03-11,589503.6981034096,451789.8719854475,721502.9339529724
2015-03-12,502040.4612652094,364387.03348114877,638503.8866628858
2015-03-13,576393.8208087928,439890.40543825837,717108.7589710167
2015-03-14,766414.9507306576,632143.1110767396,907934.9183844234
2015-03-15,819108.1465355864,680329.0023886686,955474.1808237969
2015-03-16,607461.3364854946,469380.168400056,756466.719310618
2015-03-17,557788.1644159085,415543.0681979791,690760.0998242749
2015-03-18,578775.2886074317,447660.9618612829,725449.4753734282
2015-03-19,487879.82270857523,340368.6755852877,627074.9508510627
2015-03-20,559269.5505824868,418850.46688272513,695035.5509062876
2015-03-21,746846.5818324884,621853.8336180865,886433.2683712073
2015-03-22,797651.9064431727,655928.6888578013,929690.9781314728
2015-03-23,585131.5368715886,447508.7894130642,723874.3348170655
2015-03-24,535169.8078354994,390512.3045790581,661783.5626495335
2015-03-25,556445.5193677006,426333.1936605249,700917.6057346077
2015-03-26,466393.7880257641,329444.7842217758,610643.3345231784
2015-03-27,539147.2352852549,402010.48860628,678899.2480288169
2015-03-28,728560.9403125183,584617.6148517661,865969.2394798996
2015-03-29,781618.5724571419,640860.0833474566,922167.363307015
2015-03-30,571264.1373682421,437338.0269782504,712542.8717901214
2015-03-31,523745.8747629033,380300.40945078456,663444.4560733389
2015-04-01,547665.8891585646,416797.8046449024,682791.0120392216
2015-04-02,460380.36370235716,314927.7168412168,597411.3820592156
2015-04-03,535942.9028009657,396777.21358288184,670719.3254243748
2015-04-04,728131.5764684195,587403.467154039,863208.0401350955
2015-04-05,783857.026114651,651491.5003071103,931287.5513558715
2015-04-06,575996.0148561188,444769.53434698714,716550.2634650277
2015-04-07,530736.9155818063,394700.05963728327,667350.9985057252
2015-04-08,556630.680538236,426316.43536617816,689507.6538669403
2015-04-09,470992.11308462714,333676.8426927862,609489.0756293198
2015-04-10,547843.9665754791,415695.36858279083,680428.989029857
2015-04-11,740944.4316445177,595820.2490875624,877485.8290969416
2015-04-12,797195.3691598985,662098.8410450416,936661.5342014142
2015-04-13,589475.6785109146,457389.45898079226,736163.1587695342
2015-04-14,543986.3096279957,406089.1730601371,679400.2362044558
2015-04-15,569300.4856002812,432882.55930674664,708626.2476762896
2015-04-16,482763.9866814572,353565.1234196093,615016.0019501636
2015-04-17,558438.0567484407,417636.20109928865,696599.6678164614
2015-04-18,750125.5343460946,606894.4988240723,884932.209158743
2015-04-19,804777.6098798419,656855.3176284566,937265.2255318179
2015-04-20,595325.6449195214,452520.1067531584,735890.2552818197
2015-04-21,548024.6089397738,415305.2676890688,691770.3709844593
2015-04-22,571501.7464914313,427400.17910914816,715141.4914884786
2015-04-23,483155.36956997006,336433.537955384,624833.6354468768
2015-04-24,557096.3768697052,424414.0307851141,685197.7675948715
2015-04-25,747173.1381772654,609299.5660236164,892884.075127384
2015-04-26,800377.176158761,665477.7876740923,949966.0446706371
2015-04-27,589674.1060225813,462806.56487609807,725298.7765253858
2015-04-28,541346.4061650814,398669.4738770328,683692.5187610954
2015-04-29,564041.6435270511,423096.49331232806,703015.0114160028
2015-04-30,475171.05200293724,341852.1608570535,615266.0282177739
2015-05-01,548851.0621384183,403097.87653563067,684103.8173840638
2015-05-02,738928.4102179923,598576.9365764878,878797.0960605931
2015-05-03,792386.2426787622,652389.9427211211,931314.5224832358
2015-05-04,582175.6545677552,442672.5635681187,719337.8956749444
2015-05-05,534559.2087852544,397173.4927505654,668466.7921951466
2015-05-06,558160.0298724116,430065.5075450786,702185.5246446675
2015-05-07,470361.33817022055,328792.3736869721,610700.7866404912
2015-05-08,545248.9886406311,412556.768603749,681663.1949016112
2015-05-09,736637.608218978,601297.7508945382,873197.3777524558
2015-05-10,791477.7142165642,653373.2823394125,927193.335421445
2015-05-11,582688.220938877,449924.38672387134,730183.8041668119
2015-05-12,536500.8525415355,401610.6199047366,679533.9870042026
2015-05-13,561510.0308480093,422868.5864235919,693534.0039033004
2015-05-14,475073.08327994193,333037.13341908145,598814.1966908632
2015-05-15,551253.3194328877,408455.14883206174,680428.1352897951
2015-05-16,743846.5597413287,598462.8478202602,876931.9619768529
2015-05-17,799788.493615061,666657.8796580065,939366.5430796219
2015-05-18,591987.2747187004,447709.99237831176,732266.0208531446
2015-05-19,546667.877035064,412448.84496805735,685039.9943404481
2015-05-20,572421.7909456408,433727.32674816344,707447.1728958471
2015-05-21,486606.9193814602,353915.80803712306,635706.7546486874
2015-05-22,563290.2411455698,426045.32837381744,706489.7781188027
2015-05-23,756273.8462886316,618060.6758198519,890262.1930002384
2015-05-24,812501.7445772793,675020.2793564595,949697.7831433616
2015-05-25,604891.879334998,467248.98245435825,731267.2690598101
2015-05-26,559679.895267349,419102.62989031785,695188.9672423016
2015-05-27,585468.2637405085,447575.57998147764,733056.2577338382
2015-05-28,499625.6482289779,354327.90110511304,630021.861205321
2015-05-29,576229.0973179393,436272.1908759236,719185.330058939
2015-05-30,769089.6873508134,634895.9528994355,902049.2496244025
2015-05-31,825159.0292989644,683425.8045414824,964635.3370028443
2015-06-01,617361.0815623031,490888.17334807967,767586.6197333379
2015-06-02,571935.8223387765,430336.49590664986,712690.0663641307
2015-06-03,597488.3855527277,446430.7301311636,735219.5934363636
2015-06-04,511388.5390695577,363713.29531293956,655401.4049411285
2015-06-05,587713.0843545562,458828.90376775136,731027.6215865939
2015-06-06,780271.7874959878,648867.2033984752,915899.1245195608
2015-06-07,836014.2406165078,691504.9976806919,968790.0316433994
2015-06-08,627862.0770301053,494507.4478333274,764790.2320987363
2015-06-09,582053.0733940355,453077.11294400826,724954.9477690101
2015-06-10,607190.7211967235,474950.790965889,740011.2550115515
2015-06-11,520644.1242838453,384401.02014654333,660744.1162006655
2015-06-12,596490.7800042289,458813.73437765974,731507.7244846557
2015-06-13,788542.8336650769,646453.2572711617,922612.8082387022
2015-06-14,843754.1872138724,703351.1310523143,978574.0014687818
2015-06-15,635052.8702647373,499964.1352134004,783228.6024566006
2015-06-16,588685.1950080594,450255.2866739938,730744.7090549559
2015-06-17,613265.2696212378,477484.01059503824,744674.919568748
2015-06-18,526174.7235862414,386204.9323940841,669531.4482701798
2015-06-19,601505.2037857047,456197.454856588,743671.4119621493
2015-06-20,793084.2370315177,662683.119870097,930251.9619375787
2015-06-21,847881.8504458405,708896.9798483793,993459.739585929
2015-06-22,638842.3725790723,500120.3003730249,774270.1745699646
2015-06-23,592227.955384946,453887.188378418,727738.4918032007
2015-06-24,616667.4134914604,474335.76798404264,749272.1281839912
2015-06-25,529555.2585042818,393740.16426497797,674204.0352741352
2015-06-26,604993.5132554232,467549.4640152471,749538.1387111435
2015-06-27,796816.9284878781,661440.131433444,945889.2942359595
2015-06-28,851999.0201055091,708944.8486734079,986343.2135562301
2015-06-29,643483.375476242,493561.8900178775,790893.2416226795
